eta,rho,v0,label
0.021310267799846,0.3655842443591203,0.000119534901727,0.0
0.2472837274222835,0.5510112353199696,0.0075221978368778,2.0
0.0103518995546099,0.3797723658998779,2.69762094876e-05,0.0
0.6729089868701054,0.6581024215575451,0.0032316766924719,1.0
0.0135035243259713,0.3978658341586049,4.43121370121e-05,0.0
0.1531376947225381,0.4141549210542462,0.0051617619855422,0.0
0.4775296856421305,0.5715732589461973,0.0220339529441829,2.0
0.0168403214822966,0.3755550854652022,6.83907401574e-05,0.0
0.1734021605723365,0.3576480299246204,0.0076783003504266,0.0
0.0191909268479793,0.3055224747488768,0.0001028484458109,0.0
0.029094361879483,0.346676534231819,0.0002195904938956,0.0
0.0157666744866259,0.3583508631050357,6.44884472975e-05,0.0
0.0252807214174263,0.3083183885850945,0.0001865541189543,0.0
0.011469145952624,0.3082819455354346,3.89065251759e-05,0.0
0.5914000516878795,0.6412892536262015,0.0106498038846297,1.0
0.0304623848031609,0.3015790732084504,0.0002761688767178,0.0
0.0087534723420907,0.3916146325558092,1.91164026156e-05,0.0
0.0208865308861077,0.3417838661930791,0.0001205235819897,0.0
0.0043983249049551,0.3769351072646787,4.7052523048e-06,0.0
0.0057067627109896,0.3453016293139315,9.6191723272e-06,0.0
0.4370578350354243,0.5473306933010029,0.0248725914910779,2.0
0.025064500582234,0.3204673564013086,0.0001780890688582,0.0
0.006437456764605,0.3811346301751711,1.02081701227e-05,0.0
0.0151803125865564,0.3814404981378014,5.05094750204e-05,0.0
0.0253829652755466,0.3870916422760219,0.0001782280537029,0.0
0.6817268090050654,0.65717042411868,0.0037588060124087,1.0
0.0096631106208398,0.3843218802165054,2.61446777093e-05,0.0
0.0212916392301114,0.3507332470224592,0.0001082361163121,0.0
0.0263254060543994,0.3384213326251848,0.0002025796807556,0.0
0.0126335726281658,0.3475717256188684,4.35710850967e-05,0.0
0.019835814258558,0.3348107215938418,0.0001093438969502,0.0
0.0218255867385872,0.3129766588457423,0.0001503513549912,0.0
0.0202430738155788,0.3335599416535674,0.000117142449004,0.0
0.0206844062770366,0.2805018889444749,0.0001152258270087,0.0
0.021573726084856,0.4028825452972263,0.0001119914187903,0.0
0.0166382096287529,0.2927608312570541,7.05481603037e-05,0.0
0.8099146166830993,0.6640071037843993,0.0014016347170577,1.0
0.6795182002414699,0.6620517038576443,0.001774386947179,1.0
0.1303966985634997,0.4259748702112963,0.0040612835180139,0.0
0.0071205358081255,0.2989805376669067,1.40625016794e-05,0.0
0.0185053244776826,0.4051884709539705,7.51056832839e-05,0.0
0.0049650816445852,0.2921496576641254,7.0275089689e-06,0.0
0.0170871797727462,0.4074969066737629,6.99881360493e-05,0.0
0.0051997469187428,0.3771175390926079,7.2464181997e-06,0.0
0.0056661654491801,0.3562060073613737,8.6292082219e-06,0.0
0.0163110515999776,0.3246113560777682,7.7208360297e-05,0.0
0.0121110856334554,0.3038192297170919,3.8047960247e-05,0.0
0.1214876321302443,0.3900852426776632,0.0037279405938729,0.0
0.0144343516437483,0.3557602730340612,5.20800493387e-05,0.0
0.7682846379464938,0.6548767295741476,0.0062178336895836,1.0
0.7113889224237088,0.6658656870667689,0.0003087087752241,1.0
0.9543126300070984,0.6666058002871482,4.18179352024e-05,1.0
0.1875997984162214,0.4442431789141998,0.006667153939843,0.0
0.0083317635131872,0.3480593598684841,1.88435412095e-05,0.0
0.9888141573222974,0.6666572641455886,6.9171527354e-06,1.0
0.0568434162039899,0.3419127745677843,0.0008715746536575,0.0
0.9113429154418424,0.6666514255863009,9.4984156036e-06,1.0
0.8958225271906527,0.6666400132203065,1.61221504629e-05,1.0
0.6529433744386242,0.6651103608443814,0.0005125847281483,1.0
0.8257792597114769,0.6664361330021178,0.0001189947312121,1.0
0.9114324442995294,0.6666421247168358,1.53098635318e-05,1.0
0.7573622473352598,0.6652521682769572,0.0006231007419885,1.0
0.9782069129722312,0.6666534501667689,9.497331009e-06,1.0
